fyear,trust_code,trust_type
200203,5AF,CARE TRUST
200203,5AG,CARE TRUST
200203,5AH,CARE TRUST
200203,5AJ,CARE TRUST
200203,5AK,CARE TRUST
200203,5AL,CARE TRUST
200203,5AM,CARE TRUST
200203,5AN,CARE TRUST
200203,5AP,CARE TRUST
200203,5AT,CARE TRUST
200203,5AW,CARE TRUST
200203,5AX,CARE TRUST
200203,5C1,CARE TRUST
200203,5C2,CARE TRUST
200203,5C3,CARE TRUST
200203,5C4,CARE TRUST
200203,5C5,CARE TRUST
200203,5C6,CARE TRUST
200203,5C7,CARE TRUST
200203,5C8,CARE TRUST
200203,5C9,CARE TRUST
200203,5CC,CARE TRUST
200203,5CD,CARE TRUST
200203,5CE,CARE TRUST
200203,5CF,CARE TRUST
200203,5CG,CARE TRUST
200203,5CH,CARE TRUST
200203,5CK,CARE TRUST
200203,5CL,CARE TRUST
200203,5CM,CARE TRUST
200203,5CN,CARE TRUST
200203,5CP,CARE TRUST
200203,5CQ,CARE TRUST
200203,5CR,CARE TRUST
200203,5CV,CARE TRUST
200203,5CW,CARE TRUST
200203,5CX,CARE TRUST
200203,5CY,CARE TRUST
200203,5D1,CARE TRUST
200203,5D2,CARE TRUST
200203,5D3,CARE TRUST
200203,5D4,CARE TRUST
200203,5D5,CARE TRUST
200203,5D6,CARE TRUST
200203,5D7,CARE TRUST
200203,5D8,CARE TRUST
200203,5D9,CARE TRUST
200203,5DC,CARE TRUST
200203,5DD,CARE TRUST
200203,5DF,CARE TRUST
200203,5DG,CARE TRUST
200203,5DH,CARE TRUST
200203,5DJ,CARE TRUST
200203,5DK,CARE TRUST
200203,5DL,CARE TRUST
200203,5DM,CARE TRUST
200203,5DN,CARE TRUST
200203,5DP,CARE TRUST
200203,5DQ,CARE TRUST
200203,5DR,CARE TRUST
200203,5DT,CARE TRUST
200203,5DV,CARE TRUST
200203,5DW,CARE TRUST
200203,5DX,CARE TRUST
200203,5DY,CARE TRUST
200203,5E1,CARE TRUST
200203,5E2,CARE TRUST
200203,5E3,CARE TRUST
200203,5E4,CARE TRUST
200203,5E5,CARE TRUST
200203,5E6,CARE TRUST
200203,5E7,CARE TRUST
200203,5E8,CARE TRUST
200203,5E9,CARE TRUST
200203,5EA,CARE TRUST
200203,5EC,CARE TRUST
200203,5ED,CARE TRUST
200203,5EE,CARE TRUST
200203,5EF,CARE TRUST
200203,5EG,CARE TRUST
200203,5EH,CARE TRUST
200203,5EJ,CARE TRUST
200203,5EK,CARE TRUST
200203,5EL,CARE TRUST
200203,5EM,CARE TRUST
200203,5EN,CARE TRUST
200203,5EP,CARE TRUST
200203,5EQ,CARE TRUST
200203,5ER,CARE TRUST
200203,5ET,CARE TRUST
200203,5EV,CARE TRUST
200203,5EX,CARE TRUST
200203,5EY,CARE TRUST
200203,5F1,CARE TRUST
200203,5F2,CARE TRUST
200203,5F3,CARE TRUST
200203,5F4,CARE TRUST
200203,5F5,CARE TRUST
200203,5F6,CARE TRUST
200203,5F7,CARE TRUST
200203,5F8,CARE TRUST
200203,5F9,CARE TRUST
200203,5FA,CARE TRUST
200203,5FC,CARE TRUST
200203,5FD,CARE TRUST
200203,5FE,CARE TRUST
200203,5FF,CARE TRUST
200203,5FH,CARE TRUST
200203,5FJ,CARE TRUST
200203,5FK,CARE TRUST
200203,5FL,CARE TRUST
200203,5FM,CARE TRUST
200203,5FN,CARE TRUST
200203,5FP,CARE TRUST
200203,5FQ,CARE TRUST
200203,5FR,CARE TRUST
200203,5FT,CARE TRUST
200203,5FV,CARE TRUST
200203,5FW,CARE TRUST
200203,5FX,CARE TRUST
200203,5FY,CARE TRUST
200203,5G1,CARE TRUST
200203,5G2,CARE TRUST
200203,5G3,CARE TRUST
200203,5G4,CARE TRUST
200203,5G5,CARE TRUST
200203,5G6,CARE TRUST
200203,5G7,CARE TRUST
200203,5G9,CARE TRUST
200203,5GC,CARE TRUST
200203,5GD,CARE TRUST
200203,5GE,CARE TRUST
200203,5GF,CARE TRUST
200203,5GG,CARE TRUST
200203,5GH,CARE TRUST
200203,5GJ,CARE TRUST
200203,5GK,CARE TRUST
200203,5GL,CARE TRUST
200203,5GM,CARE TRUST
200203,5GN,CARE TRUST
200203,5GP,CARE TRUST
200203,5GQ,CARE TRUST
200203,5GR,CARE TRUST
200203,5GT,CARE TRUST
200203,5GV,CARE TRUST
200203,5GW,CARE TRUST
200203,5GX,CARE TRUST
200203,5H1,CARE TRUST
200203,5H2,CARE TRUST
200203,5H3,CARE TRUST
200203,5H4,CARE TRUST
200203,5H5,CARE TRUST
200203,5H6,CARE TRUST
200203,5H7,CARE TRUST
200203,5H8,CARE TRUST
200203,5H9,CARE TRUST
200203,5HA,CARE TRUST
200203,5HC,CARE TRUST
200203,5HD,CARE TRUST
200203,5HE,CARE TRUST
200203,5HF,CARE TRUST
200203,5HG,CARE TRUST
200203,5HH,CARE TRUST
200203,5HJ,CARE TRUST
200203,5HK,CARE TRUST
200203,5HL,CARE TRUST
200203,5HM,CARE TRUST
200203,5HN,CARE TRUST
200203,5HP,CARE TRUST
200203,5HQ,CARE TRUST
200203,5HR,CARE TRUST
200203,5HT,CARE TRUST
200203,5HV,CARE TRUST
200203,5HW,CARE TRUST
200203,5HX,CARE TRUST
200203,5HY,CARE TRUST
200203,5J1,CARE TRUST
200203,5J2,CARE TRUST
200203,5J3,CARE TRUST
200203,5J4,CARE TRUST
200203,5J5,CARE TRUST
200203,5J6,CARE TRUST
200203,5J7,CARE TRUST
200203,5J8,CARE TRUST
200203,5J9,CARE TRUST
200203,5JA,CARE TRUST
200203,5JC,CARE TRUST
200203,5JD,CARE TRUST
200203,5JE,CARE TRUST
200203,5JF,CARE TRUST
200203,5JG,CARE TRUST
200203,5JH,CARE TRUST
200203,5JJ,CARE TRUST
200203,5JK,CARE TRUST
200203,5JL,CARE TRUST
200203,5JM,CARE TRUST
200203,5JN,CARE TRUST
200203,5JP,CARE TRUST
200203,5JQ,CARE TRUST
200203,5JR,CARE TRUST
200203,5JT,CARE TRUST
200203,5JV,CARE TRUST
200203,5JW,CARE TRUST
200203,5JX,CARE TRUST
200203,5JY,CARE TRUST
200203,5K1,CARE TRUST
200203,5K2,CARE TRUST
200203,5K3,CARE TRUST
200203,5K4,CARE TRUST
200203,5K5,CARE TRUST
200203,5K6,CARE TRUST
200203,5K7,CARE TRUST
200203,5K8,CARE TRUST
200203,5K9,CARE TRUST
200203,5KA,CARE TRUST
200203,5KC,CARE TRUST
200203,5KD,CARE TRUST
200203,5KE,CARE TRUST
200203,5KF,CARE TRUST
200203,5KG,CARE TRUST
200203,5KH,CARE TRUST
200203,5KJ,CARE TRUST
200203,5KK,CARE TRUST
200203,5KL,CARE TRUST
200203,5KM,CARE TRUST
200203,5KN,CARE TRUST
200203,5KP,CARE TRUST
200203,5KQ,CARE TRUST
200203,5KR,CARE TRUST
200203,5KT,CARE TRUST
200203,5KV,CARE TRUST
200203,5KW,CARE TRUST
200203,5KX,CARE TRUST
200203,5KY,CARE TRUST
200203,5L1,CARE TRUST
200203,5L2,CARE TRUST
200203,5L3,CARE TRUST
200203,5L4,CARE TRUST
200203,5L5,CARE TRUST
200203,5L6,CARE TRUST
200203,5L7,CARE TRUST
200203,5L8,CARE TRUST
200203,5L9,CARE TRUST
200203,5LA,CARE TRUST
200203,5LC,CARE TRUST
200203,5LD,CARE TRUST
200203,5LE,CARE TRUST
200203,5LF,CARE TRUST
200203,5LG,CARE TRUST
200203,5LH,CARE TRUST
200203,5LJ,CARE TRUST
200203,5LK,CARE TRUST
200203,5LL,CARE TRUST
200203,5LM,CARE TRUST
200203,5LN,CARE TRUST
200203,5LP,CARE TRUST
200203,5LR,CARE TRUST
200203,5LT,CARE TRUST
200203,5LV,CARE TRUST
200203,5LW,CARE TRUST
200203,5LX,CARE TRUST
200203,5LY,CARE TRUST
200203,5M1,CARE TRUST
200203,5M2,CARE TRUST
200203,5M3,CARE TRUST
200203,5M5,CARE TRUST
200203,5M6,CARE TRUST
200203,5M7,CARE TRUST
200203,5M8,CARE TRUST
200203,5M9,CARE TRUST
200203,5MA,CARE TRUST
200203,5MC,CARE TRUST
200203,5MD,CARE TRUST
200203,5ME,CARE TRUST
200203,5MF,CARE TRUST
200203,5MG,CARE TRUST
200203,5MH,CARE TRUST
200203,5MJ,CARE TRUST
200203,5MK,CARE TRUST
200203,5ML,CARE TRUST
200203,5MM,CARE TRUST
200203,5MN,CARE TRUST
200203,5MP,CARE TRUST
200203,5MQ,CARE TRUST
200203,5MR,CARE TRUST
200203,5MT,CARE TRUST
200203,5MV,CARE TRUST
200203,5MW,CARE TRUST
200203,5MX,CARE TRUST
200203,5MY,CARE TRUST
200203,RA2,ACUTE - MEDIUM
200203,RA3,ACUTE - MULTI-SERVICE
200203,RA4,ACUTE - MULTI-SERVICE
200203,RA7,ACUTE - TEACHING
200203,RA9,ACUTE - MULTI-SERVICE
200203,RAE,ACUTE - LARGE
200203,RAJ,ACUTE - MEDIUM
200203,RAL,ACUTE - TEACHING
200203,RAN,ACUTE - SPECIALIST
200203,RAP,ACUTE - MEDIUM
200203,RAS,ACUTE - MULTI-SERVICE
200203,RAT,MENTAL HEALTH AND LEARNING DISABILITY
200203,RAX,ACUTE - MEDIUM
200203,RB1,AMBULANCE
200203,RB4,AMBULANCE
200203,RB5,AMBULANCE
200203,RB6,AMBULANCE
200203,RB7,AMBULANCE
200203,RB8,AMBULANCE
200203,RBA,ACUTE - MEDIUM
200203,RBB,ACUTE - SPECIALIST
200203,RBD,ACUTE - SMALL
200203,RBF,ACUTE - SPECIALIST
200203,RBK,ACUTE - MEDIUM
200203,RBL,ACUTE - LARGE
200203,RBN,ACUTE - MEDIUM
200203,RBQ,ACUTE - SPECIALIST
200203,RBS,ACUTE - SPECIALIST
200203,RBT,ACUTE - SMALL
200203,RBV,ACUTE - SPECIALIST
200203,RBX,AMBULANCE
200203,RBZ,ACUTE - SMALL
200203,RC1,ACUTE - SMALL
200203,RC3,ACUTE - SMALL
200203,RC9,ACUTE - MEDIUM
200203,RCB,ACUTE - MULTI-SERVICE
200203,RCC,ACUTE - MULTI-SERVICE
200203,RCD,ACUTE - MULTI-SERVICE
200203,RCF,ACUTE - MULTI-SERVICE
200203,RCS,ACUTE - TEACHING
200203,RCU,ACUTE - SPECIALIST
200203,RCX,ACUTE - SMALL
200203,RD1,ACUTE - MEDIUM
200203,RD3,ACUTE - MEDIUM
200203,RD7,ACUTE - MEDIUM
200203,RD8,ACUTE - SMALL
200203,RDD,ACUTE - MEDIUM
200203,RDE,ACUTE - MEDIUM
200203,RDR,COMMUNITY
200203,RDU,ACUTE - MEDIUM
200203,RDY,COMMUNITY
200203,RDZ,ACUTE - MEDIUM
200203,RE6,AMBULANCE
200203,RE9,ACUTE - MULTI-SERVICE
200203,REF,ACUTE - LARGE
200203,REM,ACUTE - MEDIUM
200203,REN,ACUTE - SPECIALIST
200203,REP,ACUTE - SPECIALIST
200203,RET,ACUTE - SPECIALIST
200203,REU,ACUTE - MULTI-SERVICE
200203,RF4,ACUTE - LARGE
200203,RFF,ACUTE - SMALL
200203,RFK,ACUTE - TEACHING
200203,RFR,ACUTE - MEDIUM
200203,RFS,ACUTE - MEDIUM
200203,RFU,AMBULANCE
200203,RFW,ACUTE - SMALL
200203,RG2,ACUTE - MEDIUM
200203,RG3,ACUTE - MEDIUM
200203,RGC,ACUTE - MEDIUM
200203,RGD,COMMUNITY
200203,RGH,AMBULANCE
200203,RGM,ACUTE - SPECIALIST
200203,RGN,ACUTE - MEDIUM
200203,RGP,ACUTE - MEDIUM
200203,RGQ,ACUTE - MEDIUM
200203,RGR,ACUTE - SMALL
200203,RGT,ACUTE - TEACHING
200203,RGZ,ACUTE - SMALL
200203,RH1,AMBULANCE
200203,RH2,ACUTE - MULTI-SERVICE
200203,RH5,MENTAL HEALTH AND LEARNING DISABILITY
200203,RH8,ACUTE - LARGE
200203,RHA,MENTAL HEALTH AND LEARNING DISABILITY
200203,RHM,ACUTE - TEACHING
200203,RHP,AMBULANCE
200203,RHQ,ACUTE - TEACHING
200203,RHR,AMBULANCE
200203,RHU,ACUTE - LARGE
200203,RHW,ACUTE - LARGE
200203,RHX,MENTAL HEALTH AND LEARNING DISABILITY
200203,RHY,AMBULANCE
200203,RJ1,ACUTE - TEACHING
200203,RJ2,ACUTE - MEDIUM
200203,RJ5,ACUTE - TEACHING
200203,RJ6,ACUTE - MEDIUM
200203,RJ7,ACUTE - TEACHING
200203,RJ8,COMMUNITY
200203,RJ9,AMBULANCE
200203,RJC,ACUTE - SMALL
200203,RJD,ACUTE - SMALL
200203,RJE,ACUTE - LARGE
200203,RJF,ACUTE - SMALL
200203,RJH,ACUTE - SMALL
200203,RJL,ACUTE - LARGE
200203,RJN,ACUTE - MEDIUM
200203,RJR,ACUTE - MEDIUM
200203,RJX,MENTAL HEALTH AND LEARNING DISABILITY
200203,RJZ,ACUTE - TEACHING
200203,RK5,ACUTE - MEDIUM
200203,RK7,COMMUNITY
200203,RK9,ACUTE - LARGE
200203,RKA,AMBULANCE
200203,RKB,ACUTE - LARGE
200203,RKD,AMBULANCE
200203,RKE,ACUTE - MEDIUM
200203,RKF,ACUTE - SMALL
200203,RKL,MENTAL HEALTH AND LEARNING DISABILITY
200203,RL1,ACUTE - SPECIALIST
200203,RL4,ACUTE - LARGE
200203,RL5,AMBULANCE
200203,RL6,AMBULANCE
200203,RLN,ACUTE - LARGE
200203,RLQ,ACUTE - SMALL
200203,RLT,ACUTE - SMALL
200203,RLU,ACUTE - SPECIALIST
200203,RLY,COMMUNITY
200203,RLZ,ACUTE - MEDIUM
200203,RM1,ACUTE - LARGE
200203,RM2,ACUTE - TEACHING
200203,RM3,ACUTE - TEACHING
200203,RM4,ACUTE - MULTI-SERVICE
200203,RM6,MENTAL HEALTH AND LEARNING DISABILITY
200203,RMA,AMBULANCE
200203,RMB,ACUTE - MEDIUM
200203,RMC,ACUTE - MULTI-SERVICE
200203,RMD,AMBULANCE
200203,RMH,MENTAL HEALTH AND LEARNING DISABILITY
200203,RMP,ACUTE - MEDIUM
200203,RMY,MENTAL HEALTH AND LEARNING DISABILITY
200203,RMZ,AMBULANCE
200203,RN1,ACUTE - MEDIUM
200203,RN3,ACUTE - MEDIUM
200203,RN5,ACUTE - MEDIUM
200203,RN7,ACUTE - MEDIUM
200203,RNA,ACUTE - MEDIUM
200203,RND,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNF,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNH,ACUTE - MEDIUM
200203,RNJ,ACUTE - TEACHING
200203,RNK,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNL,ACUTE - MEDIUM
200203,RNN,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNP,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNQ,ACUTE - SMALL
200203,RNS,ACUTE - MEDIUM
200203,RNT,ACUTE - SMALL
200203,RNU,MENTAL HEALTH AND LEARNING DISABILITY
200203,RNY,AMBULANCE
200203,RNZ,ACUTE - MEDIUM
200203,RP1,COMMUNITY
200203,RP4,ACUTE - SPECIALIST
200203,RP5,ACUTE - LARGE
200203,RP6,ACUTE - SPECIALIST
200203,RP7,COMMUNITY
200203,RPA,ACUTE - MEDIUM
200203,RPC,ACUTE - SPECIALIST
200203,RPG,MENTAL HEALTH AND LEARNING DISABILITY
200203,RPH,AMBULANCE
200203,RPL,ACUTE - MEDIUM
200203,RPQ,AMBULANCE
200203,RPR,ACUTE - SMALL
200203,RPY,ACUTE - SPECIALIST
200203,RQ2,AMBULANCE
200203,RQ3,ACUTE - SPECIALIST
200203,RQ4,COMMUNITY
200203,RQ5,COMMUNITY
200203,RQ6,ACUTE - TEACHING
200203,RQ8,ACUTE - MEDIUM
200203,RQM,ACUTE - TEACHING
200203,RQN,ACUTE - TEACHING
200203,RQQ,ACUTE - SMALL
200203,RQW,ACUTE - MEDIUM
200203,RQX,ACUTE - SMALL
200203,RQY,MENTAL HEALTH AND LEARNING DISABILITY
200203,RR1,ACUTE - LARGE
200203,RR2,ACUTE - MULTI-SERVICE
200203,RR7,ACUTE - MULTI-SERVICE
200203,RR8,ACUTE - TEACHING
200203,RRD,MENTAL HEALTH AND LEARNING DISABILITY
200203,RRE,COMMUNITY
200203,RRF,ACUTE - LARGE
200203,RRJ,ACUTE - SPECIALIST
200203,RRK,ACUTE - TEACHING
200203,RRP,MENTAL HEALTH AND LEARNING DISABILITY
200203,RRU,AMBULANCE
200203,RRV,ACUTE - TEACHING
200203,RT1,MENTAL HEALTH AND LEARNING DISABILITY
200203,RT2,COMMUNITY
200203,RT3,ACUTE - SPECIALIST
200203,RT5,COMMUNITY
200203,RT6,COMMUNITY
200203,RTC,MENTAL HEALTH AND LEARNING DISABILITY
200203,RTD,ACUTE - TEACHING
200203,RTE,ACUTE - LARGE
200203,RTF,ACUTE - MULTI-SERVICE
200203,RTG,ACUTE - LARGE
200203,RTH,ACUTE - TEACHING
200203,RTJ,COMMUNITY
200203,RTK,ACUTE - MEDIUM
200203,RTM,COMMUNITY
200203,RTN,COMMUNITY
200203,RTP,ACUTE - MEDIUM
200203,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
200203,RTR,ACUTE - LARGE
200203,RTV,COMMUNITY
200203,RTX,ACUTE - LARGE
200203,RV1,AMBULANCE
200203,RV3,MENTAL HEALTH AND LEARNING DISABILITY
200203,RV5,MENTAL HEALTH AND LEARNING DISABILITY
200203,RV6,AMBULANCE
200203,RV7,COMMUNITY
200203,RV8,ACUTE - LARGE
200203,RV9,COMMUNITY
200203,RVJ,ACUTE - MULTI-SERVICE
200203,RVK,AMBULANCE
200203,RVL,ACUTE - LARGE
200203,RVN,MENTAL HEALTH AND LEARNING DISABILITY
200203,RVR,ACUTE - LARGE
200203,RVV,ACUTE - LARGE
200203,RVW,ACUTE - MEDIUM
200203,RVX,COMMUNITY
200203,RVY,ACUTE - MEDIUM
200203,RW1,MENTAL HEALTH AND LEARNING DISABILITY
200203,RW3,ACUTE - TEACHING
200203,RW4,MENTAL HEALTH AND LEARNING DISABILITY
200203,RW5,MENTAL HEALTH AND LEARNING DISABILITY
200203,RW6,ACUTE - LARGE
200203,RW7,MENTAL HEALTH AND LEARNING DISABILITY
200203,RW8,MENTAL HEALTH AND LEARNING DISABILITY
200203,RW9,COMMUNITY
200203,RWA,ACUTE - LARGE
200203,RWD,ACUTE - LARGE
200203,RWE,ACUTE - TEACHING
200203,RWF,ACUTE - LARGE
200203,RWG,ACUTE - LARGE
200203,RWH,ACUTE - LARGE
200203,RWJ,ACUTE - MULTI-SERVICE
200203,RWK,MENTAL HEALTH AND LEARNING DISABILITY
200203,RWN,COMMUNITY
200203,RWP,ACUTE - LARGE
200203,RWQ,COMMUNITY
200203,RWR,COMMUNITY
200203,RWT,COMMUNITY
200203,RWV,COMMUNITY
200203,RWW,ACUTE - MEDIUM
200203,RWX,COMMUNITY
200203,RWY,ACUTE - MULTI-SERVICE
200203,RXA,COMMUNITY
200203,RXC,ACUTE - MULTI-SERVICE
200203,RXD,COMMUNITY
200203,RXE,COMMUNITY
200203,RXF,ACUTE - LARGE
200203,RXG,MENTAL HEALTH AND LEARNING DISABILITY
200203,RXH,ACUTE - SMALL
200203,RXJ,COMMUNITY
200203,RXK,ACUTE - LARGE
200203,RXL,ACUTE - LARGE
200203,RXM,COMMUNITY
200203,RXN,ACUTE - TEACHING
200203,RXP,ACUTE - MULTI-SERVICE
200203,TAC,CARE TRUST
200203,TAD,CARE TRUST
200203,TAE,CARE TRUST
200203,TAF,CARE TRUST
200203,TAG,CARE TRUST
200102,5A1,CARE TRUST
200102,5A2,CARE TRUST
200102,5A4,CARE TRUST
200102,5A5,CARE TRUST
200102,5A7,CARE TRUST
200102,5A8,CARE TRUST
200102,5A9,CARE TRUST
200102,5AA,CARE TRUST
200102,5AC,CARE TRUST
200102,5AE,CARE TRUST
200102,5AF,CARE TRUST
200102,5AG,CARE TRUST
200102,5AH,CARE TRUST
200102,5AJ,CARE TRUST
200102,5AK,CARE TRUST
200102,5AL,CARE TRUST
200102,5AM,CARE TRUST
200102,5AN,CARE TRUST
200102,5AP,CARE TRUST
200102,5AW,CARE TRUST
200102,5AX,CARE TRUST
200102,5C1,CARE TRUST
200102,5C2,CARE TRUST
200102,5C3,CARE TRUST
200102,5C4,CARE TRUST
200102,5C5,CARE TRUST
200102,5C6,CARE TRUST
200102,5C7,CARE TRUST
200102,5C8,CARE TRUST
200102,5C9,CARE TRUST
200102,5CC,CARE TRUST
200102,5CD,CARE TRUST
200102,5CE,CARE TRUST
200102,5CF,CARE TRUST
200102,5CG,CARE TRUST
200102,5CH,CARE TRUST
200102,5CJ,CARE TRUST
200102,5CL,CARE TRUST
200102,5CM,CARE TRUST
200102,5CN,CARE TRUST
200102,5CP,CARE TRUST
200102,5CQ,CARE TRUST
200102,5CR,CARE TRUST
200102,5CT,CARE TRUST
200102,5CV,CARE TRUST
200102,5CX,CARE TRUST
200102,5CY,CARE TRUST
200102,5D1,CARE TRUST
200102,5D2,CARE TRUST
200102,5D3,CARE TRUST
200102,5D4,CARE TRUST
200102,5D5,CARE TRUST
200102,5D6,CARE TRUST
200102,5D7,CARE TRUST
200102,5D8,CARE TRUST
200102,5D9,CARE TRUST
200102,5DC,CARE TRUST
200102,5DD,CARE TRUST
200102,5DE,CARE TRUST
200102,5DF,CARE TRUST
200102,5DH,CARE TRUST
200102,5DJ,CARE TRUST
200102,5DK,CARE TRUST
200102,5DL,CARE TRUST
200102,5DM,CARE TRUST
200102,5DN,CARE TRUST
200102,5DP,CARE TRUST
200102,5DR,CARE TRUST
200102,5DT,CARE TRUST
200102,5DV,CARE TRUST
200102,5DW,CARE TRUST
200102,5DX,CARE TRUST
200102,5DY,CARE TRUST
200102,5E1,CARE TRUST
200102,5E2,CARE TRUST
200102,5E4,CARE TRUST
200102,5E5,CARE TRUST
200102,5E6,CARE TRUST
200102,5E8,CARE TRUST
200102,5EA,CARE TRUST
200102,5EC,CARE TRUST
200102,5ED,CARE TRUST
200102,5EE,CARE TRUST
200102,5EG,CARE TRUST
200102,5EH,CARE TRUST
200102,5EJ,CARE TRUST
200102,5EM,CARE TRUST
200102,5EN,CARE TRUST
200102,5EP,CARE TRUST
200102,5EQ,CARE TRUST
200102,5ER,CARE TRUST
200102,5ET,CARE TRUST
200102,5EV,CARE TRUST
200102,5EW,CARE TRUST
200102,5EX,CARE TRUST
200102,5EY,CARE TRUST
200102,5F1,CARE TRUST
200102,5F2,CARE TRUST
200102,5F3,CARE TRUST
200102,5F4,CARE TRUST
200102,5F5,CARE TRUST
200102,5F6,CARE TRUST
200102,5F7,CARE TRUST
200102,5F9,CARE TRUST
200102,5FA,CARE TRUST
200102,5FC,CARE TRUST
200102,5FD,CARE TRUST
200102,5FE,CARE TRUST
200102,5FF,CARE TRUST
200102,5FH,CARE TRUST
200102,5FJ,CARE TRUST
200102,5FK,CARE TRUST
200102,5FL,CARE TRUST
200102,5FM,CARE TRUST
200102,5FN,CARE TRUST
200102,5FP,CARE TRUST
200102,5FQ,CARE TRUST
200102,5FR,CARE TRUST
200102,5FT,CARE TRUST
200102,5FV,CARE TRUST
200102,5FW,CARE TRUST
200102,5FX,CARE TRUST
200102,5GA,CARE TRUST
200102,5GC,CARE TRUST
200102,5GD,CARE TRUST
200102,5GE,CARE TRUST
200102,5GF,CARE TRUST
200102,5GG,CARE TRUST
200102,5GH,CARE TRUST
200102,5GJ,CARE TRUST
200102,5GK,CARE TRUST
200102,5GL,CARE TRUST
200102,5GM,CARE TRUST
200102,5GN,CARE TRUST
200102,5GP,CARE TRUST
200102,5GQ,CARE TRUST
200102,5GR,CARE TRUST
200102,5GT,CARE TRUST
200102,5GV,CARE TRUST
200102,5GW,CARE TRUST
200102,5GX,CARE TRUST
200102,5GY,CARE TRUST
200102,RA0,COMMUNITY
200102,RA2,ACUTE - SMALL
200102,RA3,ACUTE - SMALL
200102,RA4,ACUTE - SMALL
200102,RA5,ACUTE - MULTI-SERVICE
200102,RA7,ACUTE - TEACHING
200102,RA9,ACUTE - MULTI-SERVICE
200102,RAE,ACUTE - LARGE
200102,RAJ,ACUTE - MEDIUM
200102,RAL,ACUTE - TEACHING
200102,RAN,ACUTE - SPECIALIST
200102,RAP,ACUTE - SMALL
200102,RAS,ACUTE - MEDIUM
200102,RAT,MENTAL HEALTH AND LEARNING DISABILITY
200102,RAX,ACUTE - MEDIUM
200102,RB1,AMBULANCE
200102,RB4,AMBULANCE
200102,RB5,AMBULANCE
200102,RB6,AMBULANCE
200102,RB7,AMBULANCE
200102,RB8,AMBULANCE
200102,RBA,ACUTE - LARGE
200102,RBB,ACUTE - SPECIALIST
200102,RBD,ACUTE - SMALL
200102,RBF,ACUTE - SPECIALIST
200102,RBK,ACUTE - MEDIUM
200102,RBL,ACUTE - LARGE
200102,RBN,ACUTE - MULTI-SERVICE
200102,RBP,COMMUNITY
200102,RBQ,ACUTE - SPECIALIST
200102,RBS,ACUTE - SPECIALIST
200102,RBT,ACUTE - SMALL
200102,RBV,ACUTE - SPECIALIST
200102,RBX,AMBULANCE
200102,RBZ,ACUTE - SMALL
200102,RC1,ACUTE - SMALL
200102,RC3,ACUTE - SMALL
200102,RC9,ACUTE - SMALL
200102,RCA,ACUTE - MULTI-SERVICE
200102,RCB,ACUTE - MULTI-SERVICE
200102,RCC,ACUTE - MULTI-SERVICE
200102,RCD,ACUTE - MULTI-SERVICE
200102,RCE,COMMUNITY
200102,RCF,ACUTE - MULTI-SERVICE
200102,RCJ,ACUTE - LARGE
200102,RCN,COMMUNITY
200102,RCS,ACUTE - TEACHING
200102,RCU,ACUTE - SPECIALIST
200102,RCX,ACUTE - SMALL
200102,RD1,ACUTE - MEDIUM
200102,RD3,ACUTE - MEDIUM
200102,RD7,ACUTE - MEDIUM
200102,RD8,ACUTE - SMALL
200102,RDA,COMMUNITY
200102,RDD,ACUTE - MEDIUM
200102,RDE,ACUTE - MEDIUM
200102,RDH,MENTAL HEALTH AND LEARNING DISABILITY
200102,RDL,ACUTE - SMALL
200102,RDM,ACUTE - MULTI-SERVICE
200102,RDR,COMMUNITY
200102,RDU,ACUTE - MEDIUM
200102,RDY,COMMUNITY
200102,RDZ,ACUTE - MEDIUM
200102,RE6,AMBULANCE
200102,RE9,ACUTE - MULTI-SERVICE
200102,REF,ACUTE - LARGE
200102,REM,ACUTE - MEDIUM
200102,REN,ACUTE - SPECIALIST
200102,REP,ACUTE - SPECIALIST
200102,RER,COMMUNITY
200102,RES,COMMUNITY
200102,RET,ACUTE - SPECIALIST
200102,REU,ACUTE - MULTI-SERVICE
200102,REX,ACUTE - MULTI-SERVICE
200102,REZ,ACUTE - MULTI-SERVICE
200102,RF4,ACUTE - LARGE
200102,RFF,ACUTE - SMALL
200102,RFG,COMMUNITY
200102,RFK,ACUTE - TEACHING
200102,RFR,ACUTE - MEDIUM
200102,RFS,ACUTE - SMALL
200102,RFU,AMBULANCE
200102,RFW,ACUTE - SMALL
200102,RFX,COMMUNITY
200102,RG2,ACUTE - MULTI-SERVICE
200102,RG3,ACUTE - MEDIUM
200102,RGC,ACUTE - MEDIUM
200102,RGD,COMMUNITY
200102,RGF,COMMUNITY
200102,RGH,AMBULANCE
200102,RGK,COMMUNITY
200102,RGM,ACUTE - SPECIALIST
200102,RGN,ACUTE - MEDIUM
200102,RGP,ACUTE - MEDIUM
200102,RGQ,ACUTE - MEDIUM
200102,RGR,ACUTE - SMALL
200102,RGS,COMMUNITY
200102,RGT,ACUTE - TEACHING
200102,RGU,ACUTE - LARGE
200102,RGX,COMMUNITY
200102,RGZ,ACUTE - SMALL
200102,RH1,AMBULANCE
200102,RH2,ACUTE - SMALL
